Entry	Status	Gene ontology (biological process)
M9PD06	reviewed	protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]
M9PDT9	unreviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; adult locomotory behavior [GO:0008344]; behavioral defense response [GO:0002209]; G protein-coupled receptor signaling pathway [GO:0007186]; larval locomotory behavior [GO:0008345]; neuropeptide signaling pathway [GO:0007218]
Q9V429	reviewed	cell redox homeostasis [GO:0045454]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; glycerol ether metabolic process [GO:0006662]; response to oxidative stress [GO:0006979]
Q9VKF0	unreviewed	developmental growth [GO:0048589]; positive regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045737]
M9PEZ6	unreviewed	phospholipid translocation [GO:0045332]; retrograde transport, endosome to Golgi [GO:0042147]
M9PF20	unreviewed	actin cytoskeleton organization [GO:0030036]; microtubule cytoskeleton organization [GO:0000226]
P55162	reviewed	actin cytoskeleton organization [GO:0030036]; axonogenesis [GO:0007409]; cell adhesion mediated by integrin [GO:0033627]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; central nervous system development [GO:0007417]; chaeta morphogenesis [GO:0008407]; cortical actin cytoskeleton organization [GO:0030866]; cytoskeleton organization [GO:0007010]; myoblast fusion [GO:0007520]; neuromuscular junction development [GO:0007528]; neuron migration [GO:0001764]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]
Q0E8E2	unreviewed	proteolysis [GO:0006508]
Q86BI3	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
Q9VZS6	reviewed	sphingolipid metabolic process [GO:0006665]
M9PFN0	unreviewed	protein dephosphorylation [GO:0006470]
O61231	reviewed	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
P42207	reviewed	cellularization [GO:0007349]; cilium assembly [GO:0060271]; mitotic cytokinesis [GO:0000281]; positive regulation of apoptotic process [GO:0043065]; septin ring assembly [GO:0000921]
Q0E9B6	reviewed	cytoplasmic translation [GO:0002181]
Q8IMX1	unreviewed	female germ-line stem cell asymmetric division [GO:0048132]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; oogenesis [GO:0048477]
Q9TVM2	reviewed	centriole replication [GO:0007099]; mRNA transport [GO:0051028]; multicellular organism development [GO:0007275]; nuclear export [GO:0051168]; protein export from nucleus [GO:0006611]; protein transport [GO:0015031]; regulation of cellular response to hypoxia [GO:1900037]; regulation of protein export from nucleus [GO:0046825]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]
Q9U4L6	reviewed	cellular response to hypoxia [GO:0071456]; ion transport [GO:0006811]; protein import into mitochondrial matrix [GO:0030150]; protein targeting to mitochondrion [GO:0006626]
Q9VLJ6	reviewed	heart development [GO:0007507]; heart morphogenesis [GO:0003007]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]; proteolysis [GO:0006508]; regulation of heart rate [GO:0002027]; sleep [GO:0030431]
Q9VN21	unreviewed	anterior/posterior pattern specification [GO:0009952]; mRNA splicing, via spliceosome [GO:0000398]; pole cell development [GO:0007277]; pole plasm mRNA localization [GO:0019094]; pole plasm oskar mRNA localization [GO:0045451]
Q9VNZ0	unreviewed	
M9PIH3	unreviewed	axon guidance [GO:0007411]; intracellular signal transduction [GO:0035556]; ion homeostasis [GO:0050801]; negative regulation of sodium ion transport [GO:0010766]; positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of potassium ion import [GO:1903288]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; protein phosphorylation [GO:0006468]
O01346	reviewed	axon guidance [GO:0007411]; border follicle cell migration [GO:0007298]; cell fate commitment [GO:0045165]; dsRNA transport [GO:0033227]; germarium-derived egg chamber formation [GO:0007293]; germ cell development [GO:0007281]; glycosphingolipid biosynthetic process [GO:0006688]; maintenance of polarity of follicular epithelium [GO:0042248]; male courtship behavior [GO:0008049]; morphogenesis of follicular epithelium [GO:0016333]; negative regulation of female receptivity, post-mating [GO:0045434]; oocyte localization involved in germarium-derived egg chamber formation [GO:0030720]; oocyte microtubule cytoskeleton organization [GO:0016325]; optic lobe placode formation [GO:0001744]; ovarian follicle cell-cell adhesion [GO:0007299]; ovarian follicle cell development [GO:0030707]; peripheral nervous system neuron development [GO:0048935]; regulation of oviposition [GO:0046662]
O01349	unreviewed	establishment of spindle orientation [GO:0051294]; microtubule-based movement [GO:0007018]; regulation of synapse structure or activity [GO:0050803]
Q24093	reviewed	acylglycerol catabolic process [GO:0046464]; cellular lipid metabolic process [GO:0044255]; lipid metabolic process [GO:0006629]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]; sperm capacitation [GO:0048240]; steroid hormone mediated signaling pathway [GO:0043401]
Q32KD2	reviewed	female germ-line stem cell asymmetric division [GO:0048132]; histone H3-K9 methylation [GO:0051567]; multicellular organism development [GO:0007275]; negative regulation of transcription involved in meiotic cell cycle [GO:0051038]; oogenesis [GO:0048477]; positive regulation of methylation-dependent chromatin silencing [GO:0090309]; regulation of gene expression, epigenetic [GO:0040029]; regulation of gene silencing [GO:0060968]
Q9VAX8	unreviewed	mRNA splicing, via spliceosome [GO:0000398]; positive regulation of gene expression [GO:0010628]; translational elongation [GO:0006414]
O01382	reviewed	apoptotic process [GO:0006915]; neuron remodeling [GO:0016322]; nurse cell apoptotic process [GO:0045476]; positive regulation of compound eye retinal cell programmed cell death [GO:0046672]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:2001269]; programmed cell death [GO:0012501]; programmed cell death involved in cell development [GO:0010623]; proteolysis [GO:0006508]; regulation of retinal cell programmed cell death [GO:0046668]; response to X-ray [GO:0010165]; salivary gland histolysis [GO:0035070]; spermatid differentiation [GO:0048515]; sterol regulatory element binding protein cleavage [GO:0035103]
O76460	reviewed	cell division [GO:0051301]; chromatin remodeling [GO:0006338]; chromosome condensation [GO:0030261]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA synthesis involved in double-strand break repair via homologous recombination [GO:0043150]; dorsal appendage formation [GO:0046843]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via synthesis-dependent strand annealing [GO:0045003]; intracellular mRNA localization [GO:0008298]; meiotic DNA repair synthesis [GO:0000711]; oocyte fate determination [GO:0030716]; oogenesis [GO:0048477]; reciprocal meiotic recombination [GO:0007131]; regulation of translation [GO:0006417]; response to ionizing radiation [GO:0010212]
Q9VP47	reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
O01666	reviewed	ATP biosynthetic process [GO:0006754]; ATP synthesis coupled proton transport [GO:0015986]; proton transmembrane transport [GO:1902600]
Q709R6	reviewed	cell cycle [GO:0007049]; cell division [GO:0051301]
Q9XZE4	unreviewed	phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; wing disc dorsal/ventral pattern formation [GO:0048190]
Q9VEL7	unreviewed	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; motor neuron axon guidance [GO:0008045]
O02195	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]
Q9VHG6	unreviewed	positive regulation of chromatin silencing [GO:0031937]; regulation of gene expression [GO:0010468]
Q9VND4	unreviewed	
O02372	reviewed	courtship behavior [GO:0007619]; olfactory behavior [GO:0042048]; response to ethanol [GO:0045471]; response to pheromone [GO:0019236]; sensory perception of chemical stimulus [GO:0007606]; sensory perception of smell [GO:0007608]
Q9VEC4	unreviewed	
Q9VU87	reviewed	bicoid mRNA localization [GO:0045450]; cell proliferation [GO:0008283]; mRNA transport [GO:0051028]; protein localization [GO:0008104]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; regulation of apoptotic process [GO:0042981]; regulation of Notch signaling pathway [GO:0008593]; smoothened signaling pathway [GO:0007224]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]
O02649	reviewed	'de novo' protein folding [GO:0006458]; apoptotic mitochondrial changes [GO:0008637]; cellular response to heat [GO:0034605]; mitochondrion organization [GO:0007005]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026]; protein targeting to mitochondrion [GO:0006626]
O15943	reviewed	axonal fasciculation [GO:0007413]; axon extension [GO:0048675]; axon extension involved in axon guidance [GO:0048846]; axon guidance [GO:0007411]; axon target recognition [GO:0007412]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion mediated by cadherin [GO:0044331]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of dendrite morphogenesis [GO:0050774]; ommatidial rotation [GO:0016318]; R7 cell development [GO:0045467]; R8 cell development [GO:0045463]; regulation of axon extension involved in axon guidance [GO:0048841]; regulation of dendrite morphogenesis [GO:0048814]; retinal ganglion cell axon guidance [GO:0031290]
Q9VND2	unreviewed	double-strand break repair via nonhomologous end joining [GO:0006303]; interstrand cross-link repair [GO:0036297]; protection from non-homologous end joining at telomere [GO:0031848]
O15945	reviewed	brain development [GO:0007420]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; central nervous system development [GO:0007417]; glial cell migration [GO:0008347]; insulin receptor signaling pathway [GO:0008286]; limb development [GO:0060173]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oogenesis [GO:0048477]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of R7 cell differentiation [GO:0045676]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Q7JZM8	reviewed	mitochondrial translation [GO:0032543]; translation [GO:0006412]
O16011	reviewed	apoptotic process [GO:0006915]; compound eye photoreceptor cell differentiation [GO:0001751]; eye development [GO:0001654]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of female receptivity [GO:0045924]; regulation of gene expression [GO:0010468]; response to stimulus [GO:0050896]; rhabdomere development [GO:0042052]; visual perception [GO:0007601]
O97059	unreviewed	chitin-based cuticle development [GO:0040003]
P14199	reviewed	aggrephagy [GO:0035973]; endosome organization [GO:0007032]; mitochondrion organization [GO:0007005]; mitophagy [GO:0000423]; selective autophagy [GO:0061912]; sperm mitochondrion organization [GO:0030382]
P40798	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
P52295	reviewed	female germline ring canal formation [GO:0007301]; gravitaxis [GO:0042332]; lymph gland development [GO:0048542]; NLS-bearing protein import into nucleus [GO:0006607]; sperm individualization [GO:0007291]
P54399	reviewed	cell redox homeostasis [GO:0045454]; peptidyl-proline hydroxylation [GO:0019511]; protein folding [GO:0006457]; regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902175]; response to endoplasmic reticulum stress [GO:0034976]
Q01642	reviewed	multicellular organism development [GO:0007275]; spermatogenesis [GO:0007283]; sperm axoneme assembly [GO:0007288]
Q01820	reviewed	germ cell development [GO:0007281]; negative regulation of torso signaling pathway [GO:0120177]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase III [GO:0016480]; pole cell fate determination [GO:0007278]; pole cell formation [GO:0007279]; pole plasm assembly [GO:0007315]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]
Q8IMW9	unreviewed	
Q9TWZ1	unreviewed	cell redox homeostasis [GO:0045454]
Q9V3L8	unreviewed	chitin-based cuticle development [GO:0040003]
Q9VE87	reviewed	detection of mechanical stimulus involved in sensory perception of sound [GO:0050910]; motile cilium assembly [GO:0044458]; spermatogenesis [GO:0007283]; sperm axoneme assembly [GO:0007288]; sperm individualization [GO:0007291]
Q9VHK6	unreviewed	cellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]
Q9VL03	unreviewed	
Q9VNC4	unreviewed	RNA processing [GO:0006396]
Q9VQD6	reviewed	chromatin organization [GO:0006325]; chromatin silencing [GO:0006342]; negative regulation of transcription, DNA-templated [GO:0045892]
Q9VS49	unreviewed	
Q9W0P0	unreviewed	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
