Entry	Status	Gene ontology (molecular function)
P63017	reviewed	A1 adenosine receptor binding [GO:0031686]; ADP binding [GO:0043531]; ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; C3HC4-type RING finger domain binding [GO:0055131]; chaperone binding [GO:0051087]; clathrin-uncoating ATPase activity [GO:1990833]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; peptide binding [GO:0042277]; phosphatidylserine binding [GO:0001786]; prostaglandin binding [GO:1904593]; protein binding, bridging [GO:0030674]; protein binding involved in protein folding [GO:0044183]; RNA binding [GO:0003723]; signaling receptor binding [GO:0005102]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
Q8BQC3	reviewed	
P30051	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription coactivator binding [GO:0001223]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription regulator recruiting activity [GO:0001134]; transcription regulatory region DNA binding [GO:0044212]
Q9EPK5	reviewed	protein homodimerization activity [GO:0042803]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
P31245	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q6PDQ2	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription factor binding [GO:0008134]
Q9CPN8	reviewed	mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]
Q9D738	reviewed	ubiquitin protein ligase activity [GO:0061630]
Q9ESG8	reviewed	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q9JKB3	reviewed	DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; mRNA 3'-UTR binding [GO:0003730]; polysome binding [GO:1905538]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded DNA binding [GO:0003697]
P62869	reviewed	protein-containing complex binding [GO:0044877]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase binding [GO:0031625]
Q61645	reviewed	chromatin DNA binding [GO:0031490]; histone deacetylase binding [GO:0042826]; histone demethylase activity (H3-K9 specific) [GO:0032454]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; thyroid hormone receptor binding [GO:0046966]; transcription corepressor activity [GO:0003714]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; vitamin D receptor binding [GO:0042809]
Q9JJ64	unreviewed	
P31315	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
P31316	reviewed	DNA binding [GO:0003677]; sequence-specific DNA binding [GO:0043565]
P32020	reviewed	acetyl-CoA C-acyltransferase activity [GO:0003988]; cholesterol binding [GO:0015485]; cholesterol transporter activity [GO:0017127]; fatty-acyl-CoA binding [GO:0000062]; long-chain fatty acyl-CoA binding [GO:0036042]; oleic acid binding [GO:0070538]; phosphatidylcholine transporter activity [GO:0008525]; phosphatidylethanolamine transporter activity [GO:1904121]; phosphatidylinositol transporter activity [GO:0008526]; propanoyl-CoA C-acyltransferase activity [GO:0033814]; propionyl-CoA C2-trimethyltridecanoyltransferase activity [GO:0050632]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]
Q04887	reviewed	beta-catenin binding [GO:0008013]; bHLH transcription factor binding [GO:0043425]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enhancer binding [GO:0035326]; enhancer sequence-specific DNA binding [GO:0001158]; pre-mRNA intronic binding [GO:0097157]; protein heterodimerization activity [GO:0046982]; protein kinase A catalytic subunit binding [GO:0034236]; protein kinase activity [GO:0004672]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q99ME7	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; enhancer sequence-specific DNA binding [GO:0001158]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P34056	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q91ZK0	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P35545	reviewed	
P35639	reviewed	cAMP response element binding protein binding [GO:0008140]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; leucine zipper domain binding [GO:0043522]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
P53566	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; histone deacetylase binding [GO:0042826]; HMG box domain binding [GO:0071837]; kinase binding [GO:0019900]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase I regulatory region DNA binding [GO:0001013]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P35922	reviewed	chromatin binding [GO:0003682]; dynein complex binding [GO:0070840]; G-quadruplex RNA binding [GO:0002151]; identical protein binding [GO:0042802]; ion channel binding [GO:0044325]; methylated histone binding [GO:0035064]; microtubule binding [GO:0008017]; miRNA binding [GO:0035198]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; ribosome binding [GO:0043022]; RNA 7-methylguanosine cap binding [GO:0000340]; RNA binding [GO:0003723]; RNA stem-loop binding [GO:0035613]; RNA strand annealing activity [GO:0033592]; sequence-specific mRNA binding [GO:1990825]; siRNA binding [GO:0035197]; translation initiation factor binding [GO:0031369]; translation regulator activity [GO:0045182]; translation repressor activity [GO:0030371]
P42669	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; double-stranded telomeric DNA binding [GO:0003691]; purine-rich negative regulatory element binding [GO:0032422]; RNA binding [GO:0003723]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]; SMAD binding [GO:0046332]; transcription factor binding [GO:0008134]; translation repressor activity, mRNA regulatory element binding [GO:0000900]
P37172	reviewed	activin binding [GO:0048185]; activin receptor activity, type I [GO:0016361]; ATP binding [GO:0005524]; BMP receptor activity [GO:0098821]; growth factor binding [GO:0019838]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; SMAD binding [GO:0046332]; transforming growth factor beta-activated receptor activity [GO:0005024]; transforming growth factor beta binding [GO:0050431]; transforming growth factor beta receptor activity, type I [GO:0005025]
Q9JIQ3	reviewed	
P40338	reviewed	enzyme binding [GO:0019899]; protein-containing complex binding [GO:0044877]; transcription factor binding [GO:0008134]; ubiquitin protein ligase activity [GO:0061630]
P97481	reviewed	cobalt ion binding [GO:0050897]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase binding [GO:0035035]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
P40645	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q8VI67	reviewed	DEAD/H-box RNA helicase binding [GO:0017151]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P41133	reviewed	DNA-binding transcription factor activity [GO:0003700]; leptomycin B binding [GO:1901707]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; RNA polymerase II transcription factor binding [GO:0001085]; transcription factor binding [GO:0008134]
P41139	reviewed	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription factor binding [GO:0001085]; transcription factor binding [GO:0008134]
P41230	reviewed	chromatin binding [GO:0003682]; dioxygenase activity [GO:0051213]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-trimethyl-K4 specific) [GO:0034647]; identical protein binding [GO:0042802]; methylated histone binding [GO:0035064]; RNA polymerase II transcription factor binding [GO:0001085]; zinc ion binding [GO:0008270]
