Entry	Status	Gene ontology (molecular function)
P54003	reviewed	
Q04364	reviewed	peroxisome matrix targeting signal-1 binding [GO:0005052]
Q04767	reviewed	
Q04847	reviewed	GTPase inhibitor activity [GO:0005095]
Q06549	reviewed	cytidine deaminase activity [GO:0004126]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270]
Q12259	reviewed	
Q12426	reviewed	
Q12512	reviewed	integrin binding [GO:0005178]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
P27654	reviewed	lipase activity [GO:0016298]; structural constituent of cell wall [GO:0005199]
P27692	reviewed	DNA binding [GO:0003677]; mRNA binding [GO:0003729]; protein-containing complex binding [GO:0044877]; RNA polymerase I core binding [GO:0001042]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; RNA polymerase II complex binding [GO:0000993]; RNA polymerase I transcription factor binding [GO:0001179]; rRNA binding [GO:0019843]
P27697	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; lipid binding [GO:0008289]; protein kinase activity [GO:0004672]
P27705	reviewed	metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q02659	reviewed	
P27796	reviewed	acetyl-CoA C-acyltransferase activity [GO:0003988]; mRNA binding [GO:0003729]
P38123	reviewed	
P38855	reviewed	
P27809	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]
P27810	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]
P27882	reviewed	flavin adenine dinucleotide binding [GO:0050660]; flavin-linked sulfhydryl oxidase activity [GO:0016971]; protein disulfide oxidoreductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]
P53755	reviewed	ubiquitin-ubiquitin ligase activity [GO:0034450]
P33421	reviewed	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; ubiquinone binding [GO:0048039]
P36077	reviewed	ATP binding [GO:0005524]; sulfiredoxin activity [GO:0032542]
P38122	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]
P38252	reviewed	
P38284	reviewed	
P38291	reviewed	ribonuclease P activity [GO:0004526]; RNA binding [GO:0003723]
P38326	reviewed	
P38958	reviewed	unfolded protein binding [GO:0051082]
P39563	reviewed	
P40018	reviewed	RNA binding [GO:0003723]
P40035	reviewed	copper ion transmembrane transporter activity [GO:0005375]; inorganic phosphate transmembrane transporter activity [GO:0005315]
P40068	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P40097	reviewed	
P46986	reviewed	
P47188	reviewed	
P48569	reviewed	
Q03913	reviewed	
Q04005	reviewed	
Q04598	reviewed	structural constituent of ribosome [GO:0003735]
Q05503	reviewed	
Q05530	reviewed	
Q07362	reviewed	
Q07648	reviewed	aminoacyl-tRNA editing activity [GO:0002161]; D-leucyl-tRNA(Leu) deacylase activity [GO:0097358]; D-tyrosyl-tRNA(Tyr) deacylase activity [GO:0051500]; tRNA binding [GO:0000049]
Q12025	reviewed	
Q12421	reviewed	
Q12454	reviewed	protein tyrosine phosphatase activity [GO:0004725]
P38744	reviewed	4-alpha-hydroxytetrahydrobiopterin dehydratase activity [GO:0008124]
P43594	reviewed	
Q06149	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
P38217	reviewed	nuclear localization sequence binding [GO:0008139]
Q12417	reviewed	
P28005	reviewed	ribonuclease MRP activity [GO:0000171]; ribonuclease P activity [GO:0004526]; RNA binding [GO:0003723]
P40317	reviewed	
P50278	reviewed	
P46669	reviewed	RNA polymerase I activity [GO:0001054]
P53335	reviewed	enzyme activator activity [GO:0008047]; nucleic acid binding [GO:0003676]; telomerase inhibitor activity [GO:0010521]
Q12339	reviewed	small ribosomal subunit rRNA binding [GO:0070181]
P28240	reviewed	isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]
P28834	reviewed	isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; RNA binding [GO:0003723]
P47073	reviewed	
Q06389	reviewed	calcium ion binding [GO:0005509]; enzyme activator activity [GO:0008047]
P28263	reviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
P28272	reviewed	dihydroorotate dehydrogenase (fumarate) activity [GO:1990663]; dihydroorotate dehydrogenase activity [GO:0004152]
P38627	reviewed	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]
P28319	reviewed	structural constituent of cell wall [GO:0005199]
P40503	reviewed	
P36062	reviewed	amino acid transmembrane transporter activity [GO:0015171]; L-glutamine transmembrane transporter activity [GO:0015186]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-tyrosine transmembrane transporter activity [GO:0005302]
Q03049	reviewed	aldehyde dehydrogenase (NADP+) activity [GO:0033721]; coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
P28519	reviewed	damaged DNA binding [GO:0003684]; zinc ion binding [GO:0008270]
P40552	reviewed	structural constituent of cell wall [GO:0005199]
P38840	reviewed	aromatic-amino-acid:2-oxoglutarate aminotransferase activity [GO:0008793]; kynurenine aminotransferase activity [GO:0036137]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; L-phenylalanine:2-oxoglutarate aminotransferase activity [GO:0080130]; pyridoxal phosphate binding [GO:0030170]
P28627	reviewed	endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]
P38799	reviewed	
P32473	reviewed	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]
P48361	reviewed	channel regulator activity [GO:0016247]
P32522	reviewed	mRNA binding [GO:0003729]; translation regulator activity [GO:0045182]; tRNA binding [GO:0000049]
P28742	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; structural constituent of cytoskeleton [GO:0005200]
P28777	reviewed	chorismate synthase activity [GO:0004107]; FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]
Q12239	reviewed	
P28791	reviewed	SNAP receptor activity [GO:0005484]
P28817	reviewed	3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]; structural constituent of ribosome [GO:0003735]
P32794	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
P29478	reviewed	7S RNA binding [GO:0008312]
P32775	reviewed	1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]; cation binding [GO:0043169]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]
P33448	reviewed	
P35999	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P36038	reviewed	
P36525	reviewed	structural constituent of ribosome [GO:0003735]
P38068	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]; protein homodimerization activity [GO:0042803]
P38304	reviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; structural molecule activity [GO:0005198]; TBP-class protein binding [GO:0017025]; transcription corepressor activity [GO:0003714]
P38311	reviewed	
P38726	reviewed	
P38727	reviewed	
P38771	reviewed	ribosomal large subunit binding [GO:0043023]; translation release factor activity [GO:0003747]
P38772	reviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
P39952	reviewed	ion channel activity [GO:0005216]; membrane insertase activity [GO:0032977]; mitochondrial ribosome binding [GO:0097177]
P40047	reviewed	aldehyde dehydrogenase (NAD) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]
P40049	reviewed	
P40359	reviewed	
P40364	reviewed	
P40557	reviewed	protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase (glutathione) activity [GO:0019153]; unfolded protein binding [GO:0051082]
P41814	reviewed	RNA binding [GO:0003723]
P42940	reviewed	electron transfer activity [GO:0009055]
P43579	reviewed	
P47032	reviewed	cholesterol binding [GO:0015485]; magnesium ion binding [GO:0000287]; sterol binding [GO:0032934]
P47117	reviewed	actin binding [GO:0003779]; ATP binding [GO:0005524]
P48527	reviewed	ATP binding [GO:0005524]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831]
P50086	reviewed	proteasome regulatory particle binding [GO:1904855]
P53234	reviewed	
P53340	reviewed	
P53343	reviewed	structural constituent of cell wall [GO:0005199]
P89114	reviewed	
Q02804	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q03233	reviewed	
Q03723	reviewed	protein disulfide oxidoreductase activity [GO:0015035]; transferase activity, transferring glycosyl groups [GO:0016757]
Q03759	reviewed	
Q03864	reviewed	
Q03904	reviewed	
Q04119	reviewed	endopolyphosphatase activity [GO:0000298]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]
Q04869	reviewed	oxidoreductase activity [GO:0016491]
Q04951	reviewed	1,3-beta-glucanosyltransferase activity [GO:0042124]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; glucosidase activity [GO:0015926]
Q05779	reviewed	lipid binding [GO:0008289]
Q06188	reviewed	chromatin binding [GO:0003682]
Q06466	reviewed	
Q08465	reviewed	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]
Q08498	reviewed	
Q12029	reviewed	ion transmembrane transporter activity [GO:0015075]
Q12038	reviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]
Q12047	reviewed	
Q12067	reviewed	manganese ion transmembrane transporter activity [GO:0005384]; zinc ion transmembrane transporter activity [GO:0005385]
Q12333	reviewed	ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]
Q12362	reviewed	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase activity [GO:0043723]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; metal ion binding [GO:0046872]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]
Q12483	reviewed	
Q99344	reviewed	acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; NEDD8 activating enzyme activity [GO:0019781]
P32590	reviewed	adenyl-nucleotide exchange factor activity [GO:0000774]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]
P29311	reviewed	DNA replication origin binding [GO:0003688]; phosphoserine residue binding [GO:0050815]; protein domain specific binding [GO:0019904]; RNA polymerase II activating transcription factor binding [GO:0001102]
P36004	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P29340	reviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
P39112	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; exoribonuclease II activity [GO:0008859]; RNA binding [GO:0003723]
P53280	reviewed	
P53757	reviewed	aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]
P54199	reviewed	ATP binding [GO:0005524]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]
P89102	reviewed	
Q00362	reviewed	protein phosphatase regulator activity [GO:0019888]
Q04781	reviewed	ribosomal large subunit binding [GO:0043023]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q06163	reviewed	metal ion binding [GO:0046872]; telomerase RNA binding [GO:0070034]; telomerase RNA reverse transcriptase activity [GO:0003721]; telomeric DNA binding [GO:0042162]
Q06640	reviewed	protein binding, bridging [GO:0030674]
Q08236	reviewed	phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; Ras GTPase binding [GO:0017016]
Q12458	reviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; carbonyl reductase (NADPH) activity [GO:0004090]; oxidoreductase activity [GO:0016491]
Q99222	reviewed	
P29453	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P29461	reviewed	protein tyrosine phosphatase activity [GO:0004725]
P41277	reviewed	glycerol-1-phosphatase activity [GO:0000121]; metal ion binding [GO:0046872]
P29468	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; polynucleotide adenylyltransferase activity [GO:0004652]; RNA binding [GO:0003723]
P30665	reviewed	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]
P32875	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]
Q12245	reviewed	
P38199	reviewed	mRNA binding [GO:0003729]
P38816	reviewed	thioredoxin-disulfide reductase activity [GO:0004791]
P40064	reviewed	DNA binding [GO:0003677]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]
P47049	reviewed	
Q02629	reviewed	nuclear localization sequence binding [GO:0008139]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]
P30606	reviewed	carbohydrate:proton symporter activity [GO:0005351]; glucose transmembrane transporter activity [GO:0005355]; myo-inositol transmembrane transporter activity [GO:0005365]
P30619	reviewed	SNARE binding [GO:0000149]
P36018	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P30624	reviewed	ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]
P38240	reviewed	
Q07549	reviewed	
Q12194	reviewed	
P53851	reviewed	
P30771	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; ribosomal small subunit binding [GO:0043024]; zinc ion binding [GO:0008270]
Q12250	reviewed	
P40066	reviewed	RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]
P33330	reviewed	O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]
P38200	reviewed	microtubule binding [GO:0008017]
P40106	reviewed	glycerol-1-phosphatase activity [GO:0000121]; metal ion binding [GO:0046872]
P45819	reviewed	structural molecule activity [GO:0005198]
P49686	reviewed	structural constituent of nuclear pore [GO:0017056]; transcription corepressor activity [GO:0003714]
P53297	reviewed	
P53892	reviewed	
Q02786	reviewed	
Q06673	reviewed	
Q12171	reviewed	
Q12524	reviewed	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; pyrophosphatase activity [GO:0016462]
P31109	reviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
P47057	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
P32521	reviewed	actin binding [GO:0003779]; calcium ion binding [GO:0005509]; protein binding, bridging [GO:0030674]
P40414	reviewed	actin filament binding [GO:0051015]; actin lateral binding [GO:0003786]
Q06333	reviewed	
Q12532	reviewed	ribosomal large subunit binding [GO:0043023]; tRNA binding [GO:0000049]
