Entry	Status	Gene ontology (molecular function)
P49354	reviewed	acetylcholine receptor regulator activity [GO:0030548]; alpha-tubulin binding [GO:0043014]; CAAX-protein geranylgeranyltransferase activity [GO:0004662]; microtubule binding [GO:0008017]; protein farnesyltransferase activity [GO:0004660]; protein geranylgeranyltransferase activity [GO:0004661]; Rab geranylgeranyltransferase activity [GO:0004663]; receptor tyrosine kinase binding [GO:0030971]
P09543	reviewed	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]; cyclic nucleotide binding [GO:0030551]; RNA binding [GO:0003723]
Q9HB90	reviewed	GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTPase binding [GO:0051020]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; protein heterodimerization activity [GO:0046982]
P09564	reviewed	signaling receptor activity [GO:0038023]
Q5TA50	reviewed	ceramide 1-phosphate binding [GO:1902387]; ceramide 1-phosphate transporter activity [GO:1902388]; intermembrane lipid transfer activity [GO:0120013]; lipid binding [GO:0008289]; phospholipid binding [GO:0005543]; phospholipid transporter activity [GO:0005548]
S4S694	unreviewed	intermembrane lipid transfer activity [GO:0120013]
P09565	reviewed	insulin-like growth factor binding [GO:0005520]
P23469	reviewed	transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]
Q15256	reviewed	protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]
P09629	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P46778	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q9Y3C6	reviewed	cyclosporin A binding [GO:0016018]; disordered domain specific binding [GO:0097718]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
P62306	reviewed	RNA binding [GO:0003723]
P09668	reviewed	aminopeptidase activity [GO:0004177]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; HLA-A specific activating MHC class I receptor activity [GO:0030108]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; thyroid hormone binding [GO:0070324]
P09669	reviewed	cytochrome-c oxidase activity [GO:0004129]
P09874	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD binding [GO:0051287]; protein ADP-ribosylase activity [GO:1990404]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]; RNA binding [GO:0003723]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; R-SMAD binding [GO:0070412]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]
P09917	reviewed	arachidonate 5-lipoxygenase activity [GO:0004051]; iron ion binding [GO:0005506]
Q6UWX4	reviewed	catalytic activity [GO:0003824]
P09923	reviewed	alkaline phosphatase activity [GO:0004035]; magnesium ion binding [GO:0000287]; protease binding [GO:0002020]; zinc ion binding [GO:0008270]
P09936	reviewed	alpha-2A adrenergic receptor binding [GO:0031694]; cysteine-type endopeptidase activity [GO:0004197]; ligase activity [GO:0016874]; omega peptidase activity [GO:0008242]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
P0CG47	reviewed	protein tag [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
Q15843	reviewed	protein tag [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
Q59EM9	unreviewed	
Q0P6H9	reviewed	hydrolase activity [GO:0016787]
P0C0L4	reviewed	complement component C1q binding [GO:0001849]; endopeptidase inhibitor activity [GO:0004866]; serine-type endopeptidase activity [GO:0004252]
P0C0S8	reviewed	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; protein heterodimerization activity [GO:0046982]
Q504U0	reviewed	
Q96D03	reviewed	
P0C7H8	reviewed	
P82987	reviewed	peptidase activity [GO:0008233]
Q14781	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; methylated histone binding [GO:0035064]
Q8WZ59	reviewed	protein self-association [GO:0043621]
P0C7I6	reviewed	
P30542	reviewed	G-protein beta/gamma-subunit complex binding [GO:0031683]; G protein-coupled adenosine receptor activity [GO:0001609]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; heterotrimeric G-protein binding [GO:0032795]; neurotransmitter receptor activity involved in regulation of presynaptic cytosolic calcium ion concentration [GO:0099582]; protein heterodimerization activity [GO:0046982]; purine nucleoside binding [GO:0001883]
Q08AD1	reviewed	calmodulin binding [GO:0005516]; microtubule minus-end binding [GO:0051011]; spectrin binding [GO:0030507]
Q14596	reviewed	mitogen-activated protein kinase binding [GO:0051019]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]
Q59FD8	unreviewed	actin binding [GO:0003779]; structural molecule activity [GO:0005198]
Q6MZL5	unreviewed	
Q6ZMT1	reviewed	metal ion binding [GO:0046872]
Q8IX01	reviewed	RNA binding [GO:0003723]
Q8N4X5	reviewed	protein tyrosine kinase activator activity [GO:0030296]; SH2 domain binding [GO:0042169]; SH3 domain binding [GO:0017124]; signaling adaptor activity [GO:0035591]
Q8TE02	reviewed	
Q969X2	reviewed	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]; sialyltransferase activity [GO:0008373]
Q96DN6	reviewed	chromatin binding [GO:0003682]
Q99590	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]
Q99798	reviewed	3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron ion binding [GO:0005506]
Q9BU62	unreviewed	
Q9H7H0	reviewed	methyltransferase activity [GO:0008168]
Q9UBD0	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q9UKJ3	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]
Q9Y4B4	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
V9HWC4	unreviewed	protein histidine phosphatase activity [GO:0101006]
P0C7T8	reviewed	
Q92565	reviewed	GTP-dependent protein binding [GO:0030742]; Rap guanyl-nucleotide exchange factor activity [GO:0017034]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]
P0C862	reviewed	hormone activity [GO:0005179]; identical protein binding [GO:0042802]
P23109	reviewed	AMP deaminase activity [GO:0003876]; metal ion binding [GO:0046872]; myosin heavy chain binding [GO:0032036]
P35241	reviewed	actin binding [GO:0003779]; ATPase binding [GO:0051117]; cadherin binding [GO:0045296]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein kinase A binding [GO:0051018]; RNA binding [GO:0003723]
P46976	reviewed	glycogenin glucosyltransferase activity [GO:0008466]; metal ion binding [GO:0046872]; UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity [GO:0102751]
P55209	reviewed	RNA binding [GO:0003723]
P78344	reviewed	cadherin binding [GO:0045296]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]
Q9C0G0	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P0C869	reviewed	calcium-dependent phospholipase A2 activity [GO:0047498]; calcium-dependent phospholipid binding [GO:0005544]; calcium ion binding [GO:0005509]; lysophospholipase activity [GO:0004622]; phospholipase A1 activity [GO:0008970]; phospholipase A2 activity [GO:0004623]; phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine) [GO:0102567]; phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine) [GO:0102568]
P0C870	reviewed	
P35998	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]; TBP-class protein binding [GO:0017025]
Q13574	reviewed	ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; kinase activity [GO:0016301]; lipid kinase activity [GO:0001727]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; protein C-terminus binding [GO:0008022]
Q549J4	unreviewed	hemoglobin binding [GO:0030492]
Q8NEV4	reviewed	actin binding [GO:0003779]; actin-dependent ATPase activity [GO:0030898]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; plus-end directed microfilament motor activity [GO:0060002]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9BQ04	reviewed	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q9P298	reviewed	
Q9NZD4	reviewed	hemoglobin binding [GO:0030492]; unfolded protein binding [GO:0051082]
Q9P289	reviewed	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P0CE71	reviewed	calcium ion binding [GO:0005509]
Q9Y4E8	reviewed	cysteine-type endopeptidase activity [GO:0004197]; identical protein binding [GO:0042802]; SMAD binding [GO:0046332]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; transforming growth factor beta receptor binding [GO:0005160]; ubiquitin modification-dependent histone binding [GO:0061649]
V9HW74	unreviewed	ligase activity [GO:0016874]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]
P0CL82	reviewed	
P0CW20	reviewed	metal ion binding [GO:0046872]
P0CW24	reviewed	
P13747	reviewed	beta-2-microglobulin binding [GO:0030881]; MHC class I protein binding [GO:0042288]; natural killer cell lectin-like receptor binding [GO:0046703]; peptide antigen binding [GO:0042605]; signaling receptor binding [GO:0005102]; T cell receptor binding [GO:0042608]
Q8N0Z2	reviewed	actin binding [GO:0003779]
Q8NAP3	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; methyl-CpG binding [GO:0008327]; protein homodimerization activity [GO:0042803]
Q96D71	reviewed	calcium ion binding [GO:0005509]; SH3 domain binding [GO:0017124]
Q9UBC2	reviewed	cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]
P0DJD3	reviewed	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
P79522	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]
Q86T65	reviewed	actin binding [GO:0003779]; Rho GTPase binding [GO:0017048]
Q96PQ6	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q96QB9	unreviewed	metal ion binding [GO:0046872]
Q9NRW3	reviewed	cytidine deaminase activity [GO:0004126]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
P0DJI9	reviewed	chemoattractant activity [GO:0042056]
P0DMM9	reviewed	amine sulfotransferase activity [GO:0047685]; aryl sulfotransferase activity [GO:0004062]; sulfate binding [GO:0043199]; sulfotransferase activity [GO:0008146]
P10073	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q8TF39	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q96JS3	reviewed	DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; scavenger receptor activity [GO:0005044]
Q96L11	reviewed	
P26885	reviewed	FK506 binding [GO:0005528]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q6PGN9	reviewed	microtubule binding [GO:0008017]
Q8WZA1	reviewed	acetylglucosaminyltransferase activity [GO:0008375]; beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity [GO:0047223]; manganese ion binding [GO:0030145]
P10242	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q6ZMK3	unreviewed	metal ion binding [GO:0046872]
Q8N3J5	reviewed	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
P10244	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P61073	reviewed	actin binding [GO:0003779]; C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; chemokine binding [GO:0019956]; coreceptor activity [GO:0015026]; C-X-C chemokine receptor activity [GO:0016494]; C-X-C motif chemokine 12 receptor activity [GO:0038147]; G protein-coupled receptor activity [GO:0004930]; myosin light chain binding [GO:0032027]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; virus receptor activity [GO:0001618]
P10253	reviewed	alpha-1,4-glucosidase activity [GO:0004558]; alpha-glucosidase activity [GO:0090599]; carbohydrate binding [GO:0030246]; maltose alpha-glucosidase activity [GO:0032450]
Q13772	reviewed	androgen receptor binding [GO:0050681]; transcription coactivator activity [GO:0003713]
Q5VZ18	reviewed	phosphotyrosine residue binding [GO:0001784]
Q8NFH8	reviewed	calcium ion binding [GO:0005509]
Q96E88	unreviewed	
Q9UBS8	reviewed	androgen receptor binding [GO:0050681]; metal ion binding [GO:0046872]; transcription coactivator activity [GO:0003713]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein transferase activity [GO:0019787]; ubiquitin protein ligase activity [GO:0061630]
V9HWC7	unreviewed	glutathione peroxidase activity [GO:0004602]; peroxiredoxin activity [GO:0051920]
Q9P0J6	reviewed	structural constituent of ribosome [GO:0003735]
Q8NFJ4	unreviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]
Q92614	reviewed	actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; RNA binding [GO:0003723]
Q9NYE8	unreviewed	actin filament binding [GO:0051015]
P10412	reviewed	ADP binding [GO:0043531]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; chromatin DNA binding [GO:0031490]; dATP binding [GO:0032564]; double-stranded DNA binding [GO:0003690]; GTP binding [GO:0005525]; nucleosomal DNA binding [GO:0031492]; RNA binding [GO:0003723]
